,object,scale,angle_deg,scattered_re_0,scattered_im_0,scattered_re_1,scattered_im_1,scattered_re_2,scattered_im_2,scattered_re_3,scattered_im_3,scattered_re_4,scattered_im_4,scattered_re_5,scattered_im_5,scattered_re_6,scattered_im_6,scattered_re_7,scattered_im_7,scattered_re_8,scattered_im_8,scattered_re_9,scattered_im_9,scattered_re_10,scattered_im_10,scattered_re_11,scattered_im_11,scattered_re_12,scattered_im_12,scattered_re_13,scattered_im_13,scattered_re_14,scattered_im_14,scattered_re_15,scattered_im_15,scattered_re_16,scattered_im_16,scattered_re_17,scattered_im_17,scattered_re_18,scattered_im_18,scattered_re_19,scattered_im_19
89,treasure,414.66718,-16.527576,-0.1423691,0.88390857,-0.05183689,-0.64990443,0.49574023,-0.3182903,0.22808604,0.7252258,-0.49310455,-0.15571718,0.11418993,-0.53847826,-0.47023338,0.5045469,0.83002466,0.58731806,-0.4987423,-0.53511715,0.6202352,0.5610014,-0.42221886,-0.4949776,-0.41184282,-0.38341528,0.08927995,-0.08588971,0.72390485,-0.2125084,0.85313773,0.023214256,-0.33082038,-0.3006967,-0.57964903,-1.1091512,-0.15630059,-0.2539556,0.05945467,-0.3652855,-0.0610249,-0.6998755
90,bone,540.9621,-9.997078,-0.39567977,0.15109223,-0.1316768,0.002860897,0.074093305,-0.02378169,0.23263586,-0.0134173725,0.36106163,-0.013178433,0.25659275,0.031672478,-0.15343243,0.08715234,-0.2506442,0.21128818,-0.28387365,-0.068327144,-0.10274323,-0.17290258,0.41569015,0.338381,-0.16168976,-0.2044974,-0.08736557,0.060529172,0.78798234,-0.042857017,0.3122385,-0.035426777,-0.12171552,-0.352819,-0.14127839,0.35180122,-0.061447617,-0.03186874,0.14292376,-0.14276132,0.20852557,-0.17917053
91,hook,346.67212,3.8675961,-0.1699609,0.8209048,0.17730428,-0.20328711,0.87840277,0.15600179,0.7119446,0.7852389,-0.12065565,-0.21772344,0.676319,0.06847131,0.45239285,0.41879395,-0.34673312,1.1569722,-0.62363607,0.6635114,0.90056014,0.24816121,0.9822929,0.45171395,-0.2950426,-0.43857554,-0.08402824,-0.61885303,0.46448618,0.19237183,0.43420383,-0.32003096,-0.63723147,-0.41562626,0.40368065,-0.19819623,-0.2444326,-0.07532856,-0.8902364,0.5789848,0.39016935,0.14555235
92,hook,314.67728,21.672874,-0.11135929,1.1792096,0.8300215,-0.24721797,-0.50477785,1.2779891,-0.83032113,-0.39010134,0.13063988,-0.0014280109,-0.052676316,-0.4158412,1.0016227,0.32210284,-0.086475626,0.9053741,0.27353266,-0.59376997,0.3665,0.28751054,-0.9944078,-1.3155557,-0.60676455,-1.2256029,0.27458286,0.34123445,0.33453035,-0.12801851,0.21085732,-0.10352619,-0.9357512,0.4716212,-0.9720767,0.49554908,-0.30556023,0.40782285,-0.21800311,0.20037378,-0.69976956,0.94265676
93,hook,335.67627,-19.081652,-0.06524018,0.5203218,0.1619959,-0.0023229653,-0.6407629,-1.3209776,0.7170982,-0.62798375,-0.45169225,-0.4622422,-0.86266434,0.06918531,-1.0023321,-0.31683102,0.54619956,-0.6316357,0.31926385,0.5719356,0.31447515,-0.24904495,0.9698829,-0.20215707,0.54049873,0.91658866,-0.5578081,1.2711636,-0.9715398,0.4702783,0.15337755,0.18860775,0.33990064,0.5388615,-0.89963853,0.5639708,0.036348686,0.98853815,0.17217329,-0.2175147,-0.39008605,0.3726612
94,bone,544.23395,-4.252063,-0.24241267,0.54400927,-0.018564418,0.29137,0.013326266,-0.07262171,-0.12311857,-0.2735327,-0.090547614,-0.2217549,0.06790803,-0.24551706,-0.16616873,-0.19937459,-0.13563634,-0.063552655,-0.03869338,0.07785459,-0.16583632,0.098155536,0.5185076,-0.025835883,0.2170277,0.028906127,-0.7698104,-0.004819402,-0.22538063,0.31360167,0.26207045,-0.17446218,-0.1530998,-0.2933402,0.25333497,0.32000518,-0.36158276,0.26206484,-0.31366077,0.077176556,-0.21820904,-0.09169326
95,hook,404.95367,-23.01877,0.06507223,0.67584056,0.13018332,-0.6773224,-0.20279984,0.44510466,-0.5433973,-1.4135344,0.6174961,-0.58419836,-0.4037761,-0.3329758,-0.3474655,-0.43329036,-0.75866544,-0.8236775,0.9878301,-0.21643709,0.670582,0.94624174,0.07460862,0.15612069,0.25587472,0.17783743,-0.35347408,0.2191245,-0.13562047,-0.019932792,0.07454618,0.1732112,-0.15444617,-0.12780535,0.11638095,-0.28822017,0.13888967,0.5066929,-0.48597622,0.39042258,-0.22979075,-0.19431418
96,hook,304.04865,29.934998,0.03070898,0.8212298,-0.17978767,-0.13837677,0.8382699,-0.7227266,-0.43499014,0.77273905,-0.25965357,0.17304876,-0.29193714,0.1690461,0.3535697,-0.25570196,-0.13640812,0.09382416,-0.3860229,-0.66314685,-0.5204947,1.0395854,-0.21895863,0.6041055,-0.38295075,0.2989493,0.3040918,-0.9016367,0.15875714,0.12101596,0.6371317,0.60723823,0.5646037,-0.17456868,0.38903445,-0.30559957,0.5128786,-1.1318353,-1.2900431,1.3976163,0.045688573,0.15971455
97,bone,403.61536,-16.798904,-0.15303515,0.45118332,0.06234808,-0.20612404,-0.15147252,-0.3266557,-0.20889506,-0.2880969,-0.21585824,-0.28765857,-0.44118696,0.05742301,-0.11523132,0.2638026,0.50087863,-0.17275274,-0.52395415,0.015757471,0.29572293,-0.032595415,0.23220511,0.22424984,0.20700733,0.61908203,0.834322,0.1256401,-0.38382265,0.4038409,-0.83331394,-0.095895,0.7609108,0.19379511,0.07962576,0.30263332,0.18995795,0.7327985,0.29964972,0.13101545,-0.08654711,-0.17574827
98,hook,284.13278,-34.284428,-0.15890165,1.0972348,0.7106097,-0.90233773,-0.06712235,0.5841614,-0.6361549,1.3306608,0.5653563,0.579049,0.88326293,-1.897849,-0.11794144,0.19494171,-0.22655635,-0.05175665,-0.21394806,-1.4555324,-0.4844104,-0.82009083,-0.26594964,0.39514205,0.31213728,0.20835596,-0.36113742,0.09057605,0.27511925,-0.21692507,-0.042864144,0.89207286,-0.8797493,-0.07450682,-0.273146,-0.5387684,-0.87617064,-0.37536126,0.4843223,0.21658918,0.58576643,0.26221073
99,treasure,326.9268,12.582267,0.68130636,0.7927734,-0.4690096,-0.0635585,0.5320004,-0.36442608,-0.61358035,0.5388797,0.60070896,-0.34919006,0.14665617,-0.011810192,-0.62895983,-0.15247877,0.6045968,-0.3740686,-1.4040254,-0.1776588,0.33669385,-0.3438046,0.25306895,-0.07128707,-0.75016224,0.34190103,-0.02265581,0.09119596,-0.32898834,-1.2871842,1.217372,-0.89738446,-0.38553646,-0.013616873,0.6007221,0.51867807,-0.010513308,-0.1723576,-0.13459843,-0.24319702,-0.13624609,0.48175597
