,object,scale,angle_deg,scattered_re_0,scattered_im_0,scattered_re_1,scattered_im_1,scattered_re_2,scattered_im_2,scattered_re_3,scattered_im_3,scattered_re_4,scattered_im_4,scattered_re_5,scattered_im_5,scattered_re_6,scattered_im_6,scattered_re_7,scattered_im_7,scattered_re_8,scattered_im_8,scattered_re_9,scattered_im_9,scattered_re_10,scattered_im_10,scattered_re_11,scattered_im_11,scattered_re_12,scattered_im_12,scattered_re_13,scattered_im_13,scattered_re_14,scattered_im_14,scattered_re_15,scattered_im_15,scattered_re_16,scattered_im_16,scattered_re_17,scattered_im_17,scattered_re_18,scattered_im_18,scattered_re_19,scattered_im_19,scattered_re_20,scattered_im_20,scattered_re_21,scattered_im_21,scattered_re_22,scattered_im_22,scattered_re_23,scattered_im_23,scattered_re_24,scattered_im_24,scattered_re_25,scattered_im_25,scattered_re_26,scattered_im_26,scattered_re_27,scattered_im_27,scattered_re_28,scattered_im_28,scattered_re_29,scattered_im_29,scattered_re_30,scattered_im_30,scattered_re_31,scattered_im_31,scattered_re_32,scattered_im_32,scattered_re_33,scattered_im_33,scattered_re_34,scattered_im_34,scattered_re_35,scattered_im_35,scattered_re_36,scattered_im_36,scattered_re_37,scattered_im_37,scattered_re_38,scattered_im_38,scattered_re_39,scattered_im_39,scattered_re_40,scattered_im_40,scattered_re_41,scattered_im_41,scattered_re_42,scattered_im_42,scattered_re_43,scattered_im_43,scattered_re_44,scattered_im_44,scattered_re_45,scattered_im_45,scattered_re_46,scattered_im_46,scattered_re_47,scattered_im_47,scattered_re_48,scattered_im_48,scattered_re_49,scattered_im_49
834,treasure,414.17136,-22.809467,-0.99428666,0.09126238,0.46288815,0.7019278,-0.10368166,0.090833455,-0.7983142,0.61322755,-0.8608841,-0.75653136,0.32187584,-0.4825599,-0.11523703,-0.010883841,0.29907206,-0.67648613,0.07998235,1.3043842,0.27495062,-0.47167656,0.24998558,0.100785464,0.14523841,-0.15944834,-0.1801302,0.16904163,-0.71491474,-0.8446953,0.19620909,0.42334118,0.7566662,-0.6033114,0.41886938,-0.08641669,-0.59489554,-0.5807322,0.2872121,-0.5938416,-0.0706788,0.037961643,1.00841,-0.68808174,-0.58285314,0.47857317,-0.11280195,-0.13477017,-0.556554,-1.1317369,-0.0952029,0.41918606,0.08137014,0.04880343,0.4647855,-0.37787765,-0.47569498,-0.61158925,1.238159,-0.03740493,0.26031604,-0.5947673,0.2459064,-0.07971496,0.5721815,0.43402916,-0.49047413,-1.3235759,0.20231883,0.24411073,-0.11896408,0.24613984,-1.4463758,-0.16472328,-0.21416391,0.5196443,0.3125865,-0.54523754,0.6060296,0.38753334,0.64795715,-0.8851996,-0.84842265,0.05123871,1.8107057,-0.34665918,0.21666497,-0.176018,-0.5413741,0.12035058,-1.3039101,0.50733,1.3303415,-0.35708782,-0.38417664,1.3795406,0.7892244,0.109654784,0.5289256,0.12825142,-1.1236106,0.5716383
835,hook,382.7701,-22.502884,-1.3627633,0.12466047,0.24051829,0.3095523,0.22427681,-0.33755752,-0.93652505,-0.16628748,0.48599145,-1.5339494,-0.37705836,-0.047410116,-0.35527587,-0.38928118,-1.2225928,-0.09119431,0.08402335,-0.7780922,0.8668463,0.024490263,-0.09638314,0.27288118,0.2151667,-0.122586355,0.22749649,0.4555207,-0.17530626,0.00093673135,-0.016464243,-0.4756031,-0.1303247,-0.06785583,-0.35489303,0.09445099,-0.27890688,-0.28083172,0.6861312,-0.39078304,0.6942566,0.15515688,0.37817928,0.3211017,0.08027979,0.054243583,0.48001218,-0.26190245,-0.4020835,-0.1632923,0.08357451,-0.47963828,-0.31979918,1.0791415,0.95837295,0.2803705,0.11972071,-0.16430742,-0.1065642,0.27419177,0.16954423,0.29689276,0.23674487,-0.4247406,-0.41416025,-1.073683,-0.4634869,0.12033359,0.84027416,-0.12873413,-0.021286452,-0.09633735,-0.06745032,-0.74395126,-0.68421125,0.1609243,0.04580529,0.43825746,-0.19005166,0.6134997,0.17559133,-0.5027902,-0.3413115,-0.8772706,-0.033198092,-0.29892296,-0.023710247,-0.048219062,-0.07685107,0.68361294,0.10710328,1.0219754,0.12617561,0.4333154,-0.20266812,0.026567098,0.2918798,-0.32861182,0.61662817,0.72689223,-1.2390349,0.85938334
836,hook,357.92346,-32.816753,-1.4393426,0.056821965,0.45382878,0.4235106,-0.11823158,-0.73148364,0.2644691,0.84766746,-0.82456076,0.015763275,0.029318938,0.7519615,-0.11194059,0.1385766,0.33847347,-1.0992917,1.2263756,0.20659664,-0.37101993,0.3712106,0.5240373,0.50054437,0.5383825,0.9107752,0.07492537,0.79389066,-0.83153003,-0.10008276,0.39214984,-0.5632842,0.480227,-0.025432784,-0.111608356,-0.20001817,-0.2592139,-0.41318756,0.5130912,0.53814656,0.41538942,0.46046564,0.17955087,-0.8849395,-0.6776863,-0.49450195,0.20500015,0.29230514,0.82403886,-0.65077174,0.34236518,0.44999033,0.51154333,-0.10480893,0.16357674,0.06776527,-0.11375983,-0.6192283,0.23360898,0.9393856,0.3361599,-0.47445276,-0.09579879,0.37608448,-0.17093813,0.06398943,0.5268445,0.26253814,0.27142256,-0.59612656,-0.04992077,-1.2708849,-0.31680575,0.21748531,1.0442926,-0.5929803,0.70787174,-0.31868526,0.6404786,-0.6054095,-0.198428,-0.30479273,-0.4189712,-0.44160834,-0.19773953,0.4306615,-0.12689844,0.92722577,-0.1688232,0.35671505,-0.28862247,-0.8608946,-0.24709867,-0.951117,-0.07778864,-0.5157952,0.3442102,-0.32150847,0.5972258,0.65039974,-1.1494906,0.8914882
837,bone,503.39813,-21.988194,-0.73691237,0.32285434,0.04279393,0.103291444,0.34090933,0.022855872,0.36616874,-0.032220293,0.35434774,-0.08617351,0.26206264,-0.046687484,0.15363437,0.07509939,0.3014468,0.102016315,0.21248864,0.03565057,-0.0360179,-0.017982876,0.14287156,0.23578478,-0.49479517,-0.07658557,0.36121574,0.060834553,0.26249453,0.0454511,0.19106649,-0.59860045,-0.010403624,-0.2822231,1.058879,-0.06039916,-0.11016473,0.5059778,-0.15660536,-0.113402344,0.2763599,0.20481847,-0.07194941,-0.29113963,-0.11622273,-0.52427423,-0.20860232,-0.15198174,0.097129785,-0.19697739,-0.3747918,0.04413597,0.12365246,0.10169624,-0.009599104,-0.44447893,-0.30853903,-0.40701815,-0.2859748,-0.19849883,-0.06624363,0.050547212,0.13843873,0.09125588,0.3160639,-0.45496735,0.44016555,-0.42491066,0.088770434,-0.0082943635,0.8532838,-0.2367859,-0.01715944,0.110033244,-0.20400311,0.14962378,-0.014346135,0.24734494,0.10940211,-0.053410448,0.5343243,0.40360272,-0.24813253,0.5780702,0.6746866,-0.68116677,-0.42013595,0.12569866,0.22318517,0.32956043,0.119023874,-0.09429504,0.082401015,-0.114232235,-0.097453564,-0.090346634,0.06856038,-0.03541692,0.18712112,0.34092775,-0.9148806,0.5174183
838,treasure,391.39868,-9.971891,-1.1390132,0.020727513,0.5581413,0.8135913,-0.8371523,-0.360976,0.104943134,-0.7925488,0.91600907,-0.2348563,-0.17678459,0.9233461,0.3167053,-0.606591,-0.20957194,0.46673796,0.3521966,-0.11927596,0.017080009,0.4983444,0.04675854,-1.1239458,-0.49942076,0.27807736,0.086448304,-0.25596076,0.061169423,-0.69911057,0.15601881,0.06054586,0.01329031,1.633799,0.043250352,-0.36085716,0.34435153,0.8493955,-0.93613696,-0.041927446,-0.23188184,-0.061503682,-0.7353035,-0.60760075,0.076268926,0.64253324,-0.21524861,-0.7970842,-0.1438055,0.6615784,0.5800103,0.56835693,-0.50550795,0.7951282,0.52051234,0.62331074,0.042517416,0.4088891,-0.43093148,-0.011388845,1.016834,-0.14449763,0.68615556,0.45689797,-0.28654096,-1.3363465,-0.58538085,0.17043303,0.91137,-0.7581847,-0.066164814,0.3203951,0.97575116,0.119820096,-1.2557542,-1.4172666,0.4047111,0.41933778,0.21425103,-0.82124037,-0.49481747,-0.41177976,0.26647708,0.43306744,0.13009495,1.1494341,-0.5175792,-1.245671,1.1505748,-0.024795067,-0.56274056,-0.5718053,-0.28496212,-0.45079467,1.3597177,-0.022583429,-0.19666035,-1.218602,0.2836668,0.48911595,-1.0253406,0.637567
839,hook,369.7598,-4.660271,-1.4712471,0.3743879,0.2289475,0.25619146,-0.27437598,0.00892394,0.70419586,-0.6450033,1.0463251,0.5227262,0.07202823,-0.44445348,0.6860491,-0.2719456,0.014890699,0.02757093,0.40066624,0.68977946,-0.7286675,0.4295236,-0.9748761,-0.4477187,0.06347091,0.13180509,0.55267656,0.2721664,0.22587462,0.22739327,0.19488232,-0.16582091,0.68711376,-0.043544378,0.4521388,0.26905125,0.18186511,-0.063060075,-0.09134245,-0.51596135,0.48203334,0.20132232,-0.88373977,-0.46085665,-0.41938457,0.7728806,0.18367659,-0.14979903,-0.5452011,-0.82498443,-0.69893813,-0.65630275,-0.29872265,-0.024886819,-0.03911033,-0.40009966,-1.0767577,0.39249355,-0.18525998,-0.5269336,-0.38246474,-0.22073288,-0.6107652,0.76746786,0.19089453,0.2963354,0.15356915,-1.2021382,0.061264116,0.11583403,0.19639394,0.65961224,-0.58725345,0.22613603,-0.40298402,-1.0213197,-0.24756628,-0.5169509,-0.5778795,0.7836706,-0.23690908,0.6149625,1.3104967,-0.07574717,0.91944665,0.23121187,-0.38397014,0.308818,0.6052414,0.16363212,-0.91161966,-0.7429121,-0.8740671,-0.4055897,-0.30218834,0.45915994,0.32534048,-0.20912568,0.66890633,0.7476401,-1.464458,0.9716675
840,bone,421.7611,13.752148,-0.92300856,0.444273,-0.20791636,0.09152452,0.17038715,0.04332548,-0.19960406,-0.027295811,0.028358674,0.0016065903,0.113009326,0.107951626,-0.10011948,-0.077064455,0.25945827,-0.66082215,-0.6681338,-0.53237754,-0.08986128,-0.057520006,-0.14413612,0.24408302,-0.17294335,0.063644774,0.32655984,-0.21196699,0.25070125,-0.34029537,0.250459,-0.90661466,-0.5862475,-0.26771626,0.6860669,0.12577122,-0.13393594,0.48441234,-0.52194935,-0.46248934,-0.2622119,0.33997834,0.13453737,0.2920597,0.018048998,0.06585049,0.08916223,-0.039752007,-0.0082144905,-0.22896203,-0.1998431,-0.029724233,-0.25175804,0.10082697,-0.16673228,-0.029973805,0.04561034,0.13207923,0.24037555,0.36416858,0.12563309,-0.64851516,-0.17089412,-0.037767604,0.086979434,-0.17465982,0.24343373,-0.8358089,0.11366305,0.500116,0.024342012,-0.16529642,0.17587206,0.22038789,0.4713778,-0.47017306,-0.21274772,0.0768601,-0.28014353,-0.40904343,-0.08065527,-0.05625935,-0.039189093,0.38481435,0.104234286,-0.054499492,0.19929639,-0.4252332,-0.14985526,-0.14152388,0.3732793,-0.33381695,0.33037055,-0.046550445,-0.2471282,0.1418653,-0.38457206,0.16165449,-0.38369685,0.4257478,-0.7569748,0.669425
841,hook,342.42606,-0.70467985,-1.5877671,0.39588276,0.47219765,0.3556179,-0.46541807,-0.17364456,1.641721,-0.18775614,0.13053969,0.3083167,0.7408783,-0.56139994,0.293374,0.048579853,0.10693617,0.9481411,-1.1156421,0.28253466,-0.4242592,-0.84220165,-0.064027354,0.39311796,0.1139519,0.5264462,-0.30059883,0.24498995,-0.13099624,0.11869915,-0.45935225,0.32318518,-0.41138175,0.18313575,-0.09886793,-0.07764436,-0.12975599,0.33466303,-0.80648756,-0.13972674,0.9231435,0.5683699,0.034696113,-0.11852247,-0.06990784,1.0791631,0.091072544,0.65719455,-0.19087754,0.7031066,0.15414287,-0.15649039,0.7805541,0.32982564,0.8615651,-0.2874703,-1.711846,-0.1885885,-0.6664182,0.07716884,-1.1149698,0.41685274,0.036358017,-0.03611209,1.1258045,0.43183547,0.48961428,-0.07978295,-0.6352556,0.7725744,-0.46185708,-0.25236925,0.11590997,0.0120873535,0.48136374,-0.36635482,0.70748913,-0.46150646,0.26225376,-0.16411425,-0.34172633,0.18893912,0.645965,-1.0572021,0.009849316,-0.38231286,-0.048179843,0.080073416,-0.068246804,-0.08004883,-0.22349174,0.67476404,-0.9351745,-1.1482631,-0.78905016,0.44388792,0.016405385,0.026341146,0.93351334,0.73709047,-1.700942,1.077408
842,hook,370.24045,-5.4898386,-1.4366614,0.39245474,0.3241321,0.17914253,-0.41884688,-0.12550876,1.1999744,-0.044793855,0.09412857,0.9571674,0.62782323,-0.05801158,0.23777828,0.4967767,0.079351276,0.006255271,-0.7690457,0.18661137,0.28300825,-0.7528187,1.0178274,-0.21030378,0.08880751,-0.32754883,-0.26915345,-0.23323114,-0.096805,-0.31225678,-0.06946045,-0.11325825,-0.4814617,-0.39733434,-0.014548486,-0.555833,-0.092609204,-0.27949145,-0.38645834,0.3428496,-0.009422627,-0.6402787,-0.33097318,0.7023849,0.64021385,0.67129076,0.14749415,-0.38065687,-0.6672053,0.71095526,-0.5359201,0.6679676,0.04278669,0.72463113,-0.31770164,-0.16291632,0.61439055,0.81437737,0.37182564,0.14467448,0.14109384,0.81524897,0.57960784,-0.44089103,0.25279665,-0.9042841,-0.23677933,0.97639644,0.25962222,0.2798995,-0.81163675,-0.00060763943,-0.37507427,-0.42739037,0.80951226,-0.22655709,0.9006503,-0.23724604,-0.7617618,-0.21458763,-0.90362304,0.27061903,1.0027988,0.73127633,0.9113002,0.69259006,-0.47010207,0.33317763,0.574452,0.17572181,-0.88490486,-0.7847574,-0.8888538,-0.40130055,-0.24212568,0.48337963,0.3106032,-0.29619944,0.73149395,0.76853323,-1.4901811,0.89837766
843,treasure,426.61203,-9.816861,-0.95430934,0.4066213,0.03069026,0.37108868,0.39411142,-0.61457974,0.2218837,0.6509958,-0.7610205,0.13262762,0.9387918,-0.36564663,-0.67473704,-0.15108964,-0.034179095,-0.035360962,-0.1573372,-0.14017828,-0.22112322,0.0481673,0.6630695,0.27614182,0.49801537,-0.10386065,-0.80990595,0.47879454,-0.08177821,0.6923412,-0.21090974,-0.1906518,1.3121203,0.5176104,0.1674036,0.36214122,0.19001308,-0.06648201,0.14970733,0.8101624,-0.20667048,-0.038561318,-0.96435255,-0.024493556,-0.10247326,-0.12135886,-0.16022128,0.015135648,0.37972936,0.29110444,0.40066496,-0.18969162,1.0589881,-0.3460353,-0.33630702,-0.36579588,-0.27550074,-0.39119205,-0.34427732,-0.38915327,1.0134153,0.5688368,0.48161164,0.050551284,-0.8438308,0.18960674,-0.23191117,0.19377427,-0.9866537,-0.06871975,0.14125796,0.7268766,0.16013792,-0.27057102,-0.55335855,-0.5941267,0.6607517,-0.8526608,-0.48149064,-0.869491,-0.27006638,-0.2763124,1.6849357,-0.35380143,-0.023092592,0.054001413,-0.2142352,-0.24336638,-0.73043805,-0.45872116,0.017217759,0.8725079,-0.40200058,-0.7315993,-0.7374618,-0.69915414,-0.53765625,0.08226024,0.38496587,0.49348772,-0.95438224,0.3205277
844,hook,291.67487,18.269842,-1.8360491,0.5436324,0.9527594,0.5213418,0.0035031324,1.0990326,-0.899388,-0.050551455,-0.22272654,0.4041516,-0.49850214,-0.07770968,0.72530127,-0.16627084,0.87708133,1.0580254,0.098252855,0.566421,0.42653215,-0.5203327,0.70551276,0.38737714,0.69179165,-0.011655384,0.4246028,0.16890319,-0.14668964,-0.3247759,1.5380592,0.12788762,-0.4807486,-0.024176233,0.25929505,1.2435462,-0.54662436,-0.2329355,-0.71823776,-0.20617658,-0.4208425,-0.41331866,-0.53780377,0.60435796,-0.5051429,0.28721112,1.2801442,-0.5056393,0.012827745,-0.9893213,0.12005716,-0.58886105,0.5607249,0.6128214,0.6434319,-0.744535,1.0297216,0.016291518,0.9459605,-0.44695738,0.10819637,-1.8671235,0.094930775,-0.16013032,-0.14771906,-0.4094921,-0.4753807,0.6419181,-0.6208475,1.3056374,0.45006007,-0.6337295,1.6658943,0.39424774,0.3957538,1.5894636,1.3513557,-0.02965153,0.028858699,-0.6063018,0.16124938,-0.38395154,-0.4829576,-0.17842281,0.051596314,0.3767416,-1.0164359,-0.47743535,0.45370358,1.7644694,-0.0058392445,-0.29766482,0.5465892,-0.5179504,0.95578235,0.7608493,0.4543688,-0.62154496,0.8595611,0.7341857,-2.1294882,1.001667
845,treasure,474.9945,-3.252272,-1.1997546,0.402741,0.34812918,0.35575593,0.030551817,-0.3237467,0.17450263,-0.018649112,-0.1570424,0.7099242,-0.0728871,-0.7522666,0.17118394,0.10852602,-0.53024286,0.080108844,-0.11271028,-0.076847784,-0.55669653,0.6091202,0.4207679,-0.0033104673,-0.08072203,-0.28776863,-0.6073781,0.15677018,-0.38979703,-0.39570278,-0.5705911,0.017948898,0.010717976,0.6205108,-0.5221065,-0.28785956,-0.028155264,0.45700845,-0.16248992,-0.28180692,0.41383916,0.40764907,-0.21132126,0.59984595,0.47733524,0.12156127,0.442345,-0.96600956,0.004713714,-0.41783887,-0.23732173,-0.3763643,-0.7110184,0.2801851,-0.0027376914,0.036028825,0.6199542,-0.8025706,0.4940601,-0.027415978,-0.20571524,0.65183866,-0.3608526,0.49140272,0.6197,0.9302825,-0.26299995,0.37103692,-0.051853422,0.014314202,-0.33472598,0.68976283,-1.2392724,0.20468366,-0.031057492,0.31307268,-0.04702186,0.6566874,-0.48864934,-0.3003137,-0.7218831,0.624512,0.078947626,-0.848122,0.08803568,-0.11750728,0.6995566,-0.83560616,-0.720393,-0.28253576,-0.491532,0.012419573,1.0095671,-0.77203393,-0.5499747,-0.7052643,-0.17252037,-0.15785272,0.08159051,0.56560475,-0.6804675,0.30686405
846,bone,462.252,-30.9745,-0.7893809,0.28990275,0.32147226,0.40071133,0.21184002,0.09261899,0.115991,-0.09321332,0.27598622,-0.060984515,0.4927722,0.04708112,0.6634887,0.17071222,0.48508438,0.2729508,0.13403472,0.36208713,-0.38636136,0.5904865,-0.13877153,-0.4571127,-0.1584137,0.055993643,0.39370242,0.022813283,0.02110537,-0.15723778,-0.41730443,-0.37146047,-0.512959,-0.38231862,-0.16461052,-0.064207815,0.11180493,-0.4834476,0.45646176,0.6967203,-0.49377418,-0.081401534,0.6006207,-0.09068158,-0.3343844,-0.5523955,-0.081507735,-0.60992974,0.03460893,-0.036780484,0.2655322,-0.1640855,-0.21388552,-0.14994252,0.18793806,-0.110544376,-0.14521614,-0.32925028,-0.070717596,0.16147648,0.1974897,0.13704151,-0.09250897,-0.05129654,-0.4605992,0.013221159,-0.100834094,0.29822162,0.17156759,-0.04865631,-0.37660432,-0.8875838,-0.33338326,-0.05526589,-0.2105355,-1.0427316,0.21564661,0.154757,0.020249983,-0.09933593,0.2876351,-0.09391084,-0.3718806,-0.20647469,-0.33827898,-0.5315273,-0.017762711,0.6412826,0.28740767,0.16802672,-0.36253473,-0.15727468,0.073707186,0.18922342,0.13148262,0.13744242,-0.055329178,-0.41825005,0.36238596,0.52866054,-1.040977,0.3814616
847,hook,338.2751,-6.7851067,-1.5223407,0.3146269,0.47458148,0.28770602,-0.75681406,0.21530509,0.60157984,-1.4552282,0.22879054,-0.01098607,0.07323886,-0.8206148,-0.5999634,0.42270464,-0.57123137,-0.981894,0.40792987,-0.1084484,-0.49720114,0.59576297,0.5849679,0.53115803,0.511551,0.7695849,-0.8783275,-0.089304656,0.020293845,-0.3476398,0.67930895,0.83977157,-0.59927624,0.73901045,-0.31377864,0.6806198,0.28248104,0.23761058,0.32071868,0.2927142,0.014204392,-0.05410686,0.51837665,0.1673676,-0.7234485,0.013989108,0.57108194,-0.61867833,-1.3169898,-0.9085413,0.28250256,-0.07926004,0.018563446,-0.41152263,-0.022115428,0.119950734,-1.3138021,0.35757476,0.36581695,0.2981878,1.4970332,-0.21043943,0.4382651,0.14385845,0.6598006,-0.30683395,0.6405636,-0.2911156,0.24397476,-1.0672214,0.24425013,0.32813534,-0.31956628,-0.13860369,-0.34195158,-1.0253713,0.5073438,-1.1517557,-0.14803909,-0.47751272,-0.81091607,-0.20722808,-0.084513314,-0.1660516,0.13608165,1.2969198,-0.086777255,0.606149,-0.25627568,-0.13641931,0.06327656,0.21130307,0.32339942,-1.6931201,-0.55189073,-0.10849444,-0.11383473,-0.04837788,0.9784548,0.76841116,-1.6677256,1.0655448
848,treasure,427.0116,-21.766542,-0.8966673,0.3924943,0.177852,0.49635342,-0.29695043,-0.08266495,-0.58472824,-0.5060477,0.50665665,-0.8750288,0.5556657,0.29592767,-0.1672418,0.041518424,0.80447036,0.14374003,-0.64321196,0.09182114,-0.028003316,0.4142177,0.83396393,0.31235453,-0.13563779,0.39313298,0.48871517,-0.5399104,-1.2082877,-0.7717997,0.7586164,0.3031404,0.11013397,-0.6020999,0.15750529,-0.7323024,-0.28644115,0.39303842,-1.0171679,0.9028984,-0.013666398,-0.13334227,-0.24373706,0.6632553,-0.6447484,0.09999792,0.15522836,-0.3177245,0.1280931,-0.8558801,0.09499012,0.053228285,0.3078715,0.2880143,-0.40214148,-0.7409029,-0.068605356,-0.073464915,-0.42956746,-1.2807662,-0.09174497,0.2909434,0.056082897,-1.0933656,-0.5329555,0.3584149,-0.5090011,0.57081467,0.10886414,-0.55369574,0.19557539,1.2457328,0.48773003,0.5491379,-0.4086788,-0.15704264,0.49434757,-0.2055211,0.82780033,-0.7933958,-0.9676929,-0.36026207,1.1180044,0.64070135,0.3125608,0.7406179,0.348038,-0.0024755509,0.65942055,-1.0805235,-0.15508503,-0.28031552,-0.5077683,-0.10305565,1.4493208,-0.69113547,-0.20928921,-0.7251397,0.33895022,0.3539112,-1.0594505,0.36314064
849,treasure,329.57504,20.01961,-1.2412088,-0.03070925,0.7347102,0.7280587,-0.2210097,-0.40412378,-0.017857736,0.10218547,0.08434003,-0.019647898,-0.49364284,-0.5696056,0.28233436,1.0288827,-0.5438077,-0.5753403,1.5127457,0.789005,-0.6058731,-0.05615871,-1.3917656,-0.29758763,0.63373435,-0.5547723,0.38730904,0.7825863,1.6732234,-0.21258263,-0.038517717,0.84985226,0.51376206,0.058809318,0.13654962,-1.0608106,-0.11670628,0.28804755,-0.3421464,0.5069402,-0.38708955,-0.5621992,0.15516938,0.7229592,0.44710562,0.7411052,-0.35296392,0.5461037,1.135953,0.72640747,-1.149439,-0.1468902,1.2546735,-0.24455635,0.71912587,-0.3161144,0.15181926,-1.0546051,-1.3000026,-0.59603435,0.7417777,0.004953944,1.0025887,-0.45326546,-0.25867507,0.019647075,0.04565278,-0.47038963,-0.016756851,0.0067851976,0.8300866,-0.9502721,-0.25234377,1.4223857,-0.38476565,0.24862632,0.9949101,-0.64051694,-1.6363213,-0.09290149,0.09152567,1.3230778,-0.97104704,-0.17014325,0.16623181,0.54304385,0.13156271,-1.0103118,0.5700905,-0.3383204,-0.85094094,-0.22125265,-0.17064406,-0.5714967,-0.71918005,-0.63421553,-0.021551844,-0.4526766,0.3033131,0.29566732,-0.7583252,0.6236395
850,treasure,397.81308,11.685724,-1.0877441,0.2561634,0.71957624,0.43660206,-0.39058512,-0.040599886,0.3052934,-0.1921036,-0.23639378,0.22584382,0.24710774,-0.34705386,-0.065511316,0.38377735,-0.059907466,0.82008797,-0.22103174,0.15788236,-0.4145786,0.21215533,0.6044943,1.0899698,-0.35531485,0.1355883,0.15551798,-1.13888,-0.62508476,-0.15170775,-0.78093404,-0.12029925,-0.5952976,-0.52383745,-0.025737012,-0.32573852,-0.58008355,-0.3111001,0.41338116,0.094503164,0.04755091,-0.27182785,-0.5684795,0.29545507,0.08997096,-0.19427368,0.45690686,-0.74146855,-0.34146678,0.08144476,1.2322254,-1.1908545,-0.30936363,-0.2663515,0.8480896,0.14060986,-0.32890236,-0.31269228,0.11996788,-1.5661608,-0.19269961,0.5959145,-0.8826604,-0.90823627,-0.02378384,-0.095756084,0.27179444,0.19202562,-0.53133076,0.96244305,-0.122160204,-0.06088013,0.48212263,1.2114068,-1.4733901,-0.63082504,-0.016416803,0.9207485,0.6458861,-0.36432222,-0.7322436,0.41871086,0.7422523,-0.14414868,-0.027826887,-0.15969262,-0.5758845,0.8772544,0.5810209,0.6974777,0.22823262,-0.42636997,0.80510134,-0.596696,0.37087896,-0.50327975,0.10075571,-0.2883304,0.48889217,0.46841818,-0.9493815,0.3589691
851,bone,534.88916,29.57637,-0.9700086,0.6342771,0.1294137,0.24875487,0.250641,-0.07679041,-0.22803307,0.06629853,0.030909622,-0.10311233,0.084273376,-0.06931673,0.10825061,0.12883629,-0.19057286,0.2914619,0.948743,0.47763005,0.32983306,0.41501296,-0.6181865,0.02231345,0.01148513,-0.053501334,0.3691917,0.2901729,-0.07275594,-0.39365894,-0.4373106,0.4003579,-0.023404898,0.050594993,-0.084172145,-0.40718448,-0.1817575,-0.3120642,-0.17557386,-0.52787733,-0.008756027,-0.5651096,0.14422157,-0.35637888,0.16396682,-0.16468115,0.08126406,-0.068732135,0.058697686,-0.11992229,0.33855295,-0.10932736,0.3954065,0.085438095,0.19559544,-0.17079692,-0.0037247527,0.26560414,-0.6345215,0.25330034,0.25807232,0.10558874,-0.041407958,0.25440422,0.3000404,0.23431797,0.036973167,0.11925975,-0.20718434,-0.65808994,0.02006294,-0.28953353,0.020155478,0.45304313,0.117870264,-0.091520615,-0.2996415,-0.24367607,-0.018330187,0.34311345,-0.15125543,-0.043849614,-0.38005498,0.16478206,-0.6889677,-0.025910288,-0.6009593,-0.32847854,-0.32221335,-0.23988996,-0.06779164,-0.09972065,-0.088459864,-0.02973147,-0.12068425,0.11814203,-0.0065451013,0.19160564,-0.099863164,0.12599187,-0.7592781,0.27335608
852,hook,283.74838,13.286701,-1.8370315,0.32024232,0.96116495,0.66948086,-0.07189717,1.2153205,-0.37685564,-0.0339147,-0.35107613,0.51551145,-0.40485162,0.44728646,-0.45189995,-0.34511468,-0.5593853,1.0220057,-0.77171004,0.25909263,1.1564426,0.76315206,-0.72031415,0.49228445,-0.6778342,-0.2620945,-0.044875618,0.0890192,-0.035343938,-0.26257178,-0.5447104,-0.4512624,0.40161523,0.23632778,-0.5779053,-0.56666803,-0.7990333,0.7592432,0.29772004,-0.37848693,-1.1988671,-0.8095777,-0.12138441,-0.46566626,0.3950649,0.40482035,-1.0300822,0.25077567,2.1066458,-0.83501583,-0.1778893,-0.9872145,-0.026007574,-0.2738182,0.142739,-0.00041698353,-0.5043292,-1.7391179,0.32734495,-0.43757078,-0.072485656,-1.1801795,-1.4781867,-1.2559191,-0.61357987,0.35247746,-0.6718004,-0.31043535,-0.0041631586,0.031287815,0.83728683,0.5973664,0.17918721,-1.0478723,0.9923864,-0.89989626,0.7924092,0.8585406,0.38455647,0.21613833,0.43621802,-0.14908597,0.31695172,0.3569251,-0.9764106,0.219599,-1.1254122,-0.86177915,0.2368706,1.2965502,-0.49969655,0.10348537,1.0042126,-0.78935933,0.7488251,1.0364838,0.34839687,-0.3454218,1.1003666,0.84415424,-2.053305,0.9409759
